price_main,title,rooms,area,floor,building_type,materials,year,district
16086000 грн,"вул. Саперне Поле, 5а",3 кімнати,84 / - / 16 м²,поверх 2 з 20,спец. проект,монолітно-каркасний,2017,Нижній печерськ
4902400 грн,"вул. Тютюнника, 37/1",1 кімната,60 / - / 20 м²,поверх 17 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
15320000 грн,"вул. Коновальця, 34а",3 кімнати,120 / - / 17 м²,поверх 7 з 18,спец. проект,монолітно-каркасний,2018,Нижній печерськ
11298500 грн,"вул. Саперне Поле, 3",2 кімнати,112 / - / 25 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2017,Нижній печерськ
16086000 грн,"вул. Саперне Поле, 5а",2 кімнати,84 / - / 25 м²,поверх 2 з 14,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6128000 грн,"вул. Саперне Поле, 12",1 кімната,50 / - / 19 м²,поверх 9 з 12,спец. проект,монолітно-каркасний,2015,Нижній печерськ
21065000 грн,"вул. Саперне Поле, 3",3 кімнати,114.6 / - / 25 м²,поверх 7 з 11,спец. проект,монолітно-каркасний,2017,Нижній печерськ
3140600 грн,"бульв. Дружби Народів, 21",1 кімната,45 / - / 9 м²,поверх 2 з 5,сталінка,цегляний будинок,1959,Нижній печерськ
22788500 грн,"вул. Саперне Поле, 5",3 кімнати,135 / - / 55 м²,поверх 9 з 15,спец. проект,монолітно-каркасний,2019,Нижній печерськ
1911170 грн,"вул. Маккейна, 37а",1 кімната,32 / - / 6 м²,поверх 5 з 5,хрущівка,цегляний будинок,1960,Нижній печерськ
4174700 грн,"бульв. Дружби Народів, 13",1 кімната,52 / - / 15 м²,поверх 22 з 25,сталінка,цегляний будинок,1960,Нижній печерськ
4787500 грн,"вул. Саперне Поле, 14/55",1 кімната,51.9 / - / 14 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
3921154 грн,"вул. Тютюнника, 51/1а",1 кімната,51.19 / - / 13 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2016,Нижній печерськ
18230800 грн,"вул. І. Павла ІІ, 6/1",4 кімнати,176.2 / - / 35 м²,поверх 3 з 22,спец. проект,монолітно-каркасний,2013,Нижній печерськ
16852000 грн,"вул. Тютюнника, 37/1",3 кімнати,139 / - / 17 м²,поверх 6 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
17235000 грн,"вул. Саперне Поле, 12",3 кімнати,109 / - / 17 м²,поверх 5 з 10,спец. проект,монолітно-каркасний,2015,Нижній печерськ
8043000 грн,"вул. Тютюнника, 53",3 кімнати,73 / - / 30 м²,поверх 4 з 14,спец. проект,монолітно-каркасний,2015,Нижній печерськ
26810000 грн,"вул. Коновальця, 26а",4 кімнати,131 / - / 25 м²,поверх 5 з 21,спец. проект,монолітно-каркасний,2015,Нижній печерськ
13596500 грн,"вул. Тютюнника, 37/1",2 кімнати,94 / - / 45 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
4902400 грн,"вул. Тютюнника, 37/1",1 кімната,61.5 / - / 38 м²,поверх 7 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
9000500 грн,"вул. Тютюнника, 53",2 кімнати,80 / - / 25 м²,поверх 25 з 9,спец. проект,монолітно-каркасний,2015,Нижній печерськ
16086000 грн,"вул. Саперне Поле, 3",4 кімнати,142.5 / - / 20 м²,поверх 10 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6089700 грн,"вул. Саперне Поле, 12",2 кімнати,71 / - / 15 м²,поверх 2 з 14,спец. проект,монолітно-каркасний,2015,Нижній печерськ
30601700 грн,"вул. Коновальця, 32б",5 кімнат,292 / - / 16 м²,поверх 17 з 18,спец. проект,монолітно-каркасний,2006,Нижній печерськ
6511000 грн,"вул. Тютюнника, 53",1 кімната,54 / - / 16 м²,поверх 7 з 16,спец. проект,монолітно-каркасний,2015,Нижній печерськ
4366200 грн,"вул. Тютюнника, 37/1",1 кімната,57.5 / - / 16 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
4557700 грн,"вул. Тютюнника, 37/1",1 кімната,47 / - / 13.7 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
21065000 грн,"вул. Саперне Поле, 3",4 кімнати,128 / - / 30 м²,поверх 5 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
45960000 грн,"вул. Саперне Поле, 5",4 кімнати,204 / - / 72 м²,поверх 11 з 11,спец. проект,монолітно-каркасний,2019,Нижній печерськ
32555000 грн,"вул. Саперне Поле, 3",3 кімнати,121 / - / 20 м²,поверх 5 з 12,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6855700 грн,"вул. Коновальця, 44а",2 кімнати,85.5 / - / 44 м²,поверх 8 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
4979000 грн,"вул. Філатова, 2/1",1 кімната,45 / - / 15 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
20299000 грн,"вул. Коновальця, 32а",5 кімнат,250 / - / 50 м²,поверх 16 з 17,спец. проект,монолітно-каркасний,2004,Нижній печерськ
8579200 грн,"вул. Тютюнника, 37/1",3 кімнати,120 / - / 35 м²,поверх 24 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
21065000 грн,"вул. Коновальця, 26а",3 кімнати,130 / - / 25 м²,поверх 11 з 18,спец. проект,монолітно-каркасний,2015,Нижній печерськ
8043000 грн,"вул. Коновальця, 36е",3 кімнати,107 / - / 31 м²,поверх 5 з 10,спец. проект,монолітно-каркасний,2015,Нижній печерськ
24895000 грн,"вул. Саперне Поле, 3",3 кімнати,130 / - / 45 м²,поверх 4 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
27576000 грн,"вул. Саперне Поле, 5а",3 кімнати,135 / - / 45 м²,поверх 11 з 16,спец. проект,монолітно-каркасний,2017,Нижній печерськ
5630100 грн,"вул. Коновальця, 34а",2 кімнати,55 / - / 14 м²,поверх 8 з 25,спец. проект,монолітно-каркасний,2018,Нижній печерськ
30640000 грн,"вул. Коновальця, 36е",4 кімнати,317 / - / 39 м²,поверх 16 з 16,спец. проект,монолітно-каркасний,2015,Нижній печерськ
32555000 грн,"вул. Саперне Поле, 3",3 кімнати,120 / - / 38 м²,поверх 5 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
23746000 грн,"вул. Саперне Поле, 5а",4 кімнати,150 / - / 35 м²,поверх 9 з 18,спец. проект,монолітно-каркасний,2017,Нижній печерськ
17618000 грн,"вул. Саперне Поле, 3",2 кімнати,100 / - / 35 м²,поверх 2 з 14,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6128000 грн,"вул. Коновальця, 44а",1 кімната,56 / - / 10 м²,поверх 4 з 28,спец. проект,монолітно-каркасний,2013,Нижній печерськ
