price_main,rooms,area,floor,building_type,materials,district,building_type_old,materials_old,district_old,house_age,price_per_meter,repair
3638500,1,48.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,75802,1.0
4787500,2,66.2,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,72319,1.0
2987400,2,70.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,42677,0.0
2987400,2,73.36,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,40722,0.0
5706700,3,104.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,54872,2.0
2949100,1,40.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,5,73728,1.0
3370400,2,71.0,0,0.212649533653184,0.5646424733950354,0.5438347906836426,серія 134,утеплена панель,Виноградар,37,47470,0.0
1819250,2,52.0,0,0.212649533653184,0.5646424733950354,0.5438347906836426,серія 134,утеплена панель,Виноградар,37,34986,0.0
2681000,1,47.54,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,56395,2.0
5745000,3,81.2,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,70751,1.0
4251300,1,47.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,90453,1.0
2795900,2,69.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,40520,0.0
1734990,1,41.6,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,41706,0.0
1838400,2,51.0,1,0.212649533653184,0.5646424733950354,0.5438347906836426,серія 134,утеплена панель,Виноградар,37,36047,0.0
1302200,1,21.0,1,0.7559753651467324,0.7173560908995228,0.5438347906836426,гостинка,панельні,Виноградар,48,62010,2.0
3515000,1,41.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,85732,1.0
4404500,3,81.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,5,54377,2.0
4730050,4,122.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,38771,0.0
1302200,1,34.0,1,0.7559753651467324,0.3894183423086505,0.5438347906836426,гостинка,цегляний будинок,Виноградар,38,38300,0.0
2412900,1,48.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,50269,2.0
4404500,1,47.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,93713,1.0
5745000,2,88.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,4,65284,2.0
1474550,1,35.0,1,0.2818428521222099,0.5646424733950354,0.5438347906836426,БПС,утеплена панель,Виноградар,42,42130,0.0
1800100,1,30.5,1,0.7559753651467324,0.7173560908995228,0.5438347906836426,гостинка,панельні,Виноградар,51,59020,2.0
2489500,3,82.0,1,0.349598808135342,0.5646424733950354,0.5438347906836426,серія Т,утеплена панель,Виноградар,38,30360,0.0
1099210,1,21.0,1,0.7559753651467324,0.7173560908995228,0.5438347906836426,гостинка,панельні,Виноградар,48,52343,2.0
5362000,3,95.6,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,56088,2.0
1512850,1,40.5,1,0.6550778971785186,0.7173560908995228,0.5438347906836426,чеський проект,панельні,Виноградар,48,37354,0.0
1225600,1,21.0,1,0.7559753651467324,0.7173560908995228,0.5438347906836426,гостинка,панельні,Виноградар,51,58362,2.0
3255500,2,70.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,46507,0.0
3447000,3,96.0,1,0.0713678483400785,0.0,0.5438347906836426,спец. проект,монолітно-каркасний,Виноградар,6,35906,0.0
2604400,3,68.0,1,0.479425538604203,0.5646424733950354,0.5438347906836426,серія 96,утеплена панель,Виноградар,41,38300,0.0
2719300,1,40.0,1,0.0713678483400785,0.7173560908995228,0.5438347906836426,спец. проект,панельні,Виноградар,7,67982,2.0
1723500,1,35.92,0,0.212649533653184,0.5646424733950354,0.5438347906836426,серія 134,утеплена панель,Виноградар,41,47982,0.0
1532000,1,33.0,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,59,46424,0.0
4213000,3,91.0,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,65,46297,0.0
2144800,1,40.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,17,53620,1.0
1149000,2,45.0,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,62,25533,0.0
1876700,1,36.3,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,20,51700,1.0
1897574,1,36.7,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,20,51705,1.0
2010750,2,48.0,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,50,41891,0.0
1941810,1,31.0,1,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,46,62639,1.0
1244750,1,30.0,1,0.7559753651467324,0.3894183423086505,0.7833269096274834,гостинка,цегляний будинок,Вишгородський масив,49,41492,0.0
3443170,3,80.0,1,0.349598808135342,0.5646424733950354,0.7833269096274834,серія Т,утеплена панель,Вишгородський масив,21,43040,0.0
3332100,1,43.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,6,77491,2.0
1397950,1,30.3,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,60,46137,0.0
5745000,3,93.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,7,61774,1.0
2516310,4,83.0,0,0.1423717297922636,0.3894183423086505,0.7833269096274834,серія 87,цегляний будинок,Вишгородський масив,36,30317,0.0
1340500,1,33.0,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,60,40621,0.0
1838400,1,40.0,1,0.1423717297922636,0.3894183423086505,0.7833269096274834,серія 87,цегляний будинок,Вишгородський масив,32,45960,0.0
5706700,3,93.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,7,61362,1.0
6894000,4,126.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,7,54714,1.0
1627750,1,29.0,1,0.7559753651467324,0.3894183423086505,0.7833269096274834,гостинка,цегляний будинок,Вишгородський масив,73,56129,1.0
1643070,1,34.0,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,49,48326,1.0
2183100,3,72.1,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,51,30279,0.0
1643070,2,61.0,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,76,26936,0.0
1826910,2,52.4,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,63,34865,0.0
3178900,4,80.0,1,0.1423717297922636,0.3894183423086505,0.7833269096274834,серія 87,цегляний будинок,Вишгородський масив,39,39736,0.0
4596000,2,57.3,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,65,80209,2.0
4596000,3,83.6,1,0.0713678483400785,0.5646424733950354,0.7833269096274834,спец. проект,утеплена панель,Вишгородський масив,12,54976,1.0
2298000,1,32.0,1,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,46,71812,2.0
1340500,1,30.0,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,62,44683,0.0
2872500,3,72.0,1,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,45,39896,0.0
2489500,2,49.0,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,48,50806,1.0
1838400,2,50.0,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,48,36768,0.0
7353600,4,134.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,7,54878,1.0
1826910,2,49.0,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,48,37284,0.0
1761800,1,39.0,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,63,45174,0.0
2815050,3,70.0,1,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,45,40215,0.0
3025700,1,47.4,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,9,63833,1.0
4959850,3,122.0,1,0.0713678483400785,0.3894183423086505,0.7833269096274834,спец. проект,цегляний будинок,Вишгородський масив,17,40655,0.0
2278850,3,59.0,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,50,38625,0.0
3638500,3,79.4,1,0.349598808135342,0.5646424733950354,0.7833269096274834,серія Т,утеплена панель,Вишгородський масив,21,45825,0.0
2949100,3,84.0,1,0.349598808135342,0.5646424733950354,0.7833269096274834,серія Т,утеплена панель,Вишгородський масив,29,35108,0.0
3830000,3,70.0,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,63,54714,1.0
2221400,2,48.8,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,49,45520,0.0
2642700,3,65.0,0,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,46,40657,0.0
7238700,4,130.3,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,17,55554,1.0
2106500,3,62.0,0,0.8007650746487527,0.5646424733950354,0.7833269096274834,хрущівка,утеплена панель,Вишгородський масив,45,33976,0.0
2029900,1,37.0,1,0.7073302780849811,0.3894183423086505,0.7833269096274834,сталінка,цегляний будинок,Вишгородський масив,64,54862,1.0
3140600,3,78.0,1,0.349598808135342,0.5646424733950354,0.7833269096274834,серія Т,утеплена панель,Вишгородський масив,15,40264,0.0
7660000,5,183.4,1,0.0713678483400785,0.3894183423086505,0.7833269096274834,спец. проект,цегляний будинок,Вишгородський масив,17,41767,0.0
2489500,2,46.0,1,0.8007650746487527,0.3894183423086505,0.7833269096274834,хрущівка,цегляний будинок,Вишгородський масив,61,54120,1.0
3830000,3,81.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,6,47284,0.0
1474550,1,27.0,1,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,44,54613,1.0
1455400,1,28.1,1,0.7559753651467324,0.3894183423086505,0.7833269096274834,гостинка,цегляний будинок,Вишгородський масив,49,51794,1.0
4596000,2,50.0,1,0.0713678483400785,0.0,0.7833269096274834,спец. проект,монолітно-каркасний,Вишгородський масив,17,91920,2.0
1225600,1,31.0,1,0.6550778971785186,0.7173560908995228,0.7833269096274834,чеський проект,панельні,Вишгородський масив,53,39535,0.0
1723500,1,31.0,1,0.479425538604203,0.5646424733950354,0.7833269096274834,серія 96,утеплена панель,Вишгородський масив,41,55597,1.0
900050,1,19.0,1,0.7559753651467324,0.3894183423086505,0.7833269096274834,гостинка,цегляний будинок,Вишгородський масив,59,47371,0.0
2489500,2,55.2,1,0.349598808135342,0.5646424733950354,0.7594712866098562,серія Т,утеплена панель,Відрадний,20,45100,2.0
2106500,2,45.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,46811,2.0
1570300,1,32.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,49072,2.0
1895850,2,44.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,43088,0.0
1417100,1,33.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,42942,0.0
3255500,3,60.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,54258,2.0
1800100,1,31.6,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,59,56965,2.0
2872500,1,45.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,63833,1.0
1053250,1,24.7,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,42642,0.0
1685200,1,31.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,54361,2.0
1991600,2,44.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,62,45264,2.0
2221400,3,57.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,38972,0.0
995800,1,28.1,1,0.7559753651467324,0.3894183423086505,0.7594712866098562,гостинка,цегляний будинок,Відрадний,50,35438,0.0
5553500,2,74.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,75047,1.0
3523600,2,64.0,1,0.7073302780849811,0.3894183423086505,0.7594712866098562,сталінка,цегляний будинок,Відрадний,66,55056,2.0
2049050,2,46.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,62,44545,2.0
1532000,1,45.0,1,0.0713678483400785,0.3894183423086505,0.7594712866098562,спец. проект,цегляний будинок,Відрадний,28,34044,0.0
2489500,2,67.0,1,0.0713678483400785,0.3894183423086505,0.7594712866098562,спец. проект,цегляний будинок,Відрадний,61,37157,0.0
1761800,1,39.0,1,0.1423717297922636,0.3894183423086505,0.7594712866098562,серія 87,цегляний будинок,Відрадний,36,45174,2.0
1627750,2,42.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,38756,0.0
1991562,2,44.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,45263,2.0
2451200,1,45.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,54471,2.0
1915000,2,46.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,41630,0.0
2221400,3,56.7,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,39178,0.0
1723500,1,34.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,50691,2.0
5362000,2,67.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,80030,1.0
2068200,3,58.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,35659,0.0
1528170,2,44.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,34731,0.0
5266250,2,67.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,78601,1.0
2221400,2,47.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,62,47264,2.0
5553500,3,72.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,77132,1.0
1953300,2,46.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,61,42463,0.0
2374600,3,56.9,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,41733,0.0
2144800,2,42.2,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,50825,2.0
2106500,3,56.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,37616,0.0
2948717,1,46.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,64103,1.0
2183100,3,49.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,44553,2.0
1723500,2,46.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,37467,0.0
1551150,1,31.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,50037,2.0
1359650,1,32.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,42489,0.0
3064000,2,59.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,51932,2.0
1819250,1,44.0,0,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,41347,0.0
2370770,3,70.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,33868,0.0
3255500,3,80.0,0,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,24,40694,0.0
1394120,1,32.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,43566,2.0
946010,1,20.0,1,0.7559753651467324,0.3894183423086505,0.7594712866098562,гостинка,цегляний будинок,Відрадний,55,47300,2.0
1723500,2,49.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,35173,0.0
1838400,2,44.2,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,57,41593,0.0
1608600,1,29.0,1,0.7559753651467324,0.3894183423086505,0.7594712866098562,гостинка,цегляний будинок,Відрадний,50,55469,2.0
1646900,2,44.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,37430,0.0
2451200,2,56.0,1,0.0713678483400785,0.3894183423086505,0.7594712866098562,спец. проект,цегляний будинок,Відрадний,46,43771,2.0
1551150,1,35.0,1,0.7559753651467324,0.3894183423086505,0.7594712866098562,гостинка,цегляний будинок,Відрадний,42,44319,2.0
3064000,1,43.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,71256,1.0
2566100,3,84.0,1,0.7073302780849811,0.3894183423086505,0.7594712866098562,сталінка,цегляний будинок,Відрадний,67,30549,0.0
4787500,2,67.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,71455,1.0
1646900,2,47.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,35040,0.0
1723500,2,51.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,33794,0.0
2125650,2,44.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,62,48310,2.0
2183100,3,57.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,38300,0.0
1378800,2,44.4,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,31054,0.0
1091550,1,17.0,1,0.0713678483400785,0.3894183423086505,0.7594712866098562,спец. проект,цегляний будинок,Відрадний,18,64209,1.0
1283050,1,27.0,1,0.7559753651467324,0.3894183423086505,0.7594712866098562,гостинка,цегляний будинок,Відрадний,42,47520,2.0
5936462,3,89.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,66702,1.0
459600,2,44.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,10445,0.0
1876700,3,58.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,32357,0.0
1187300,1,28.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,42404,0.0
2671425,1,47.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,14,56839,2.0
2995060,1,39.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,76796,1.0
3044850,2,43.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,70810,1.0
1857550,2,42.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,59,44227,2.0
2719300,3,82.0,1,0.415571854993052,0.5646424733950354,0.7594712866098562,АППС,утеплена панель,Відрадний,30,33162,0.0
2681000,3,58.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,46224,2.0
1915000,2,47.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,57,40745,0.0
2642700,3,57.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,46363,2.0
2489462,3,61.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,40811,0.0
1531617,2,46.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,33296,0.0
1761800,2,47.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,37485,0.0
1405610,1,30.8,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,45637,2.0
1953300,2,44.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,44393,2.0
1646900,1,33.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,49906,2.0
1876700,2,45.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,41704,0.0
1991600,3,57.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,34940,0.0
2485670,2,62.02,1,0.7073302780849811,0.3894183423086505,0.7594712866098562,сталінка,цегляний будинок,Відрадний,66,40079,0.0
2106500,3,56.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,37616,0.0
2259700,3,55.5,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,40715,0.0
2029900,3,54.4,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,37314,0.0
4902400,2,70.0,1,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,70034,1.0
2566100,3,69.1,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,37136,0.0
1340500,1,33.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,40621,0.0
2949100,2,70.0,1,0.7073302780849811,0.3894183423086505,0.7594712866098562,сталінка,цегляний будинок,Відрадний,66,42130,0.0
2336300,2,59.0,1,0.349598808135342,0.5646424733950354,0.7594712866098562,серія Т,утеплена панель,Відрадний,34,39598,0.0
1723500,1,33.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,52227,2.0
2298000,3,56.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,54,41036,0.0
2604400,3,63.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,41340,0.0
3676800,1,41.0,0,0.0713678483400785,0.7173560908995228,0.7594712866098562,спец. проект,панельні,Відрадний,7,89678,1.0
8119600,2,75.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,108261,1.0
2298000,3,62.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,37065,0.0
1723500,2,45.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,38300,0.0
1417100,1,30.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,47237,2.0
2106500,3,58.8,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,35825,0.0
5362000,2,62.8,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,85382,1.0
2026070,3,67.0,1,0.7073302780849811,0.3894183423086505,0.7594712866098562,сталінка,цегляний будинок,Відрадний,67,30240,0.0
2872500,3,61.3,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,60,46860,2.0
1532000,1,33.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,46424,2.0
1723500,2,44.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,39170,0.0
2374600,3,69.8,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,62,34020,0.0
1723500,2,47.0,0,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,36670,0.0
2297962,3,49.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,59,46897,2.0
1915000,2,39.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,61,49103,2.0
2202250,3,57.5,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,56,38300,0.0
1685200,2,44.0,1,0.8007650746487527,0.3894183423086505,0.7594712866098562,хрущівка,цегляний будинок,Відрадний,61,38300,0.0
1417100,1,32.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,44284,2.0
1723500,2,45.5,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,62,37879,0.0
5936500,3,89.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,66702,1.0
1321350,1,33.0,0,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,40041,0.0
1712010,2,59.0,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,58,29017,0.0
3810850,3,78.0,1,0.349598808135342,0.5646424733950354,0.7594712866098562,серія Т,утеплена панель,Відрадний,30,48857,2.0
6128000,3,89.0,1,0.0713678483400785,0.0,0.7594712866098562,спец. проект,монолітно-каркасний,Відрадний,7,68854,1.0
1914617,2,45.1,1,0.8007650746487527,0.7173560908995228,0.7594712866098562,хрущівка,панельні,Відрадний,60,42453,0.0
